unit,sizen_r2,indic_is,geo\time	2017 	2014 	2011 	2009 
PC_ENT_CUSE,10_N77_82,E_RFAC1,MT	15 	17 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,NL	10 	6 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,NO	10 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,PL	12 	8 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,PT	12 	: u	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,RO	9 	8 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,RS	: 	25 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,SE	6 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,SI	10 	13 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,SK	18 	10 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFAC1,UK	7 	7 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,AT	: 	: 	: u	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,BE	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,BG	: 	: 	3 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,CY	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,CZ	: 	: 	2 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,DE	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,DK	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,EA	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,EE	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,EL	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,ES	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,EU15	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,EU27	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,EU28	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,FI	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,FR	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,HR	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,HU	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,IE	: 	: 	3 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,IT	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,LT	: 	: 	3 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,LU	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,LV	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,MK	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,MT	: 	: 	2 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,NL	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,NO	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,PL	: 	: 	: u	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,PT	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,RO	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,SE	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,SI	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,SK	: 	: 	3 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI,UK	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,AT	3 	: u	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,BE	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,BG	6 	6 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,CY	7 	0 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,CZ	3 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,DE	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,DK	0 n	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,EA	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,EE	1 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,EL	1 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,ES	1 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,EU15	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,EU27	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,EU28	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,FI	3 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,FR	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,HR	2 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,HU	1 	0 n	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,IE	2 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,IS	: u	0 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,IT	1 	0 n	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,LT	0 n	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,LU	3 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,LV	0 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,MK	: 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,MT	1 	5 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,NL	2 	0 n	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,NO	1 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,PL	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,PT	0 n	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,RO	0 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,RS	: 	10 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,SE	1 	0 n	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,SI	4 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,SK	3 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFASPRI1,UK	1 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID,AT	: 	: 	9 	6 
PC_ENT_CUSE,10_N77_82,E_RFID,BE	: 	: 	1 	4 
PC_ENT_CUSE,10_N77_82,E_RFID,BG	: 	: 	8 	7 
PC_ENT_CUSE,10_N77_82,E_RFID,CY	: 	: 	4 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,CZ	: 	: 	6 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,DE	: 	: 	5 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,DK	: 	: 	4 	4 
PC_ENT_CUSE,10_N77_82,E_RFID,EA	: 	: 	4 	3 
PC_ENT_CUSE,10_N77_82,E_RFID,EE	: 	: 	2 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,EL	: 	: 	2 	: u
PC_ENT_CUSE,10_N77_82,E_RFID,ES	: 	: 	4 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,EU15	: 	: 	3 	3 
PC_ENT_CUSE,10_N77_82,E_RFID,EU25	: 	: 	: 	3 
PC_ENT_CUSE,10_N77_82,E_RFID,EU27	: 	: 	4 	3 
PC_ENT_CUSE,10_N77_82,E_RFID,EU28	: 	: 	4 	3 
PC_ENT_CUSE,10_N77_82,E_RFID,FI	: 	: 	6 	7 
PC_ENT_CUSE,10_N77_82,E_RFID,FR	: 	: 	2 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,HR	: 	: 	1 	6 
PC_ENT_CUSE,10_N77_82,E_RFID,HU	: 	: 	5 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,IE	: 	: 	9 	4 
PC_ENT_CUSE,10_N77_82,E_RFID,IT	: 	: 	4 	4 
PC_ENT_CUSE,10_N77_82,E_RFID,LT	: 	: 	8 	6 
PC_ENT_CUSE,10_N77_82,E_RFID,LU	: 	: 	2 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,LV	: 	: 	7 	: u
PC_ENT_CUSE,10_N77_82,E_RFID,MK	: 	: 	: u	: 
PC_ENT_CUSE,10_N77_82,E_RFID,MT	: 	: 	10 	: u
PC_ENT_CUSE,10_N77_82,E_RFID,NL	: 	: 	2 	5 
PC_ENT_CUSE,10_N77_82,E_RFID,NO	: 	: 	3 	2 
PC_ENT_CUSE,10_N77_82,E_RFID,PL	: 	: 	: u	: u
PC_ENT_CUSE,10_N77_82,E_RFID,PT	: 	: 	: u	: u
PC_ENT_CUSE,10_N77_82,E_RFID,RO	: 	: 	3 	1 
PC_ENT_CUSE,10_N77_82,E_RFID,SE	: 	: 	1 	1 
PC_ENT_CUSE,10_N77_82,E_RFID,SI	: 	: 	0 	1 
PC_ENT_CUSE,10_N77_82,E_RFID,SK	: 	: 	14 	3 
PC_ENT_CUSE,10_N77_82,E_RFID,UK	: 	: 	2 	2 
PC_ENT_CUSE,10_N77_82,E_RFID1,AT	19 	15 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,BE	13 	7 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,BG	28 	21 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,CY	18 	5 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,CZ	9 	7 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,DE	12 	11 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,DK	8 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,EA	12 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,EE	7 	7 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,EL	6 	: u	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,ES	11 	7 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,EU15	11 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,EU27	11 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,EU28	11 	10 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,FI	18 	23 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,FR	10 	6 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,HR	21 	21 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,HU	4 	8 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,IE	12 	4 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,IS	: u	16 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,IT	11 	12 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,LT	7 	19 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,LU	12 	12 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,LV	10 	12 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,MK	: 	: u	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,MT	18 	21 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,NL	12 	7 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,NO	12 	11 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,PL	13 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,PT	14 	: u	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,RO	12 	11 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,RS	: 	30 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,SE	7 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,SI	14 	14 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,SK	20 	11 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFID1,UK	8 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,AT	: 	: 	: u	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,BE	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,BG	: 	: 	5 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,CY	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,CZ	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,DE	: 	: 	2 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,DK	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,EA	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,EE	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,EL	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,ES	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,EU15	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,EU27	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,EU28	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,FI	: 	: 	3 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,FR	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,HR	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,HU	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,IE	: 	: 	4 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,IT	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,LT	: 	: 	6 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,LU	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,LV	: 	: 	3 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,MK	: 	: 	: u	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,MT	: 	: 	5 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,NL	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,NO	: 	: 	1 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,PL	: 	: 	: u	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,PT	: 	: 	: u	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,RO	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,SE	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,SI	: 	: 	0 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,SK	: 	: 	6 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP,UK	: 	: 	0 n	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,AT	7 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,BE	1 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,BG	10 	10 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,CY	6 	0 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,CZ	1 	0 n	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,DE	4 	5 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,DK	1 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,EA	3 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,EE	3 	5 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,EL	0 n	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,ES	3 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,EU15	3 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,EU27	3 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,EU28	3 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,FI	4 	5 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,FR	: c	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,HR	1 	6 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,HU	1 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,IE	4 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,IS	: u	6 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,IT	2 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,LT	4 	9 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,LU	4 	4 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,LV	2 	6 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,MK	: 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,MT	9 	7 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,NL	3 	1 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,NO	6 	4 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,PL	4 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,PT	3 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,RO	4 	4 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,RS	: 	13 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,SE	1 	4 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,SI	2 	2 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,SK	4 	3 	: 	: 
PC_ENT_CUSE,10_N77_82,E_RFPSDP1,UK	3 	3 	: 	: 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,AT	: 	: 	: 	15 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,BE	: 	: 	: 	16 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,BG	: 	: 	: 	9 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,CY	: 	: 	: 	11 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,CZ	: 	: 	: 	13 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,DE	: 	: 	: 	14 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,DK	: 	: 	: 	8 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,EA	: 	: 	: 	16 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,EE	: 	: 	: 	18 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,EL	: 	: 	: 	4 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,ES	: 	: 	: 	19 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,EU15	: 	: 	: 	15 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,EU25	: 	: 	: 	15 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,EU27	: 	: 	: 	15 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,EU28	: 	: 	: 	15 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,FI	: 	: 	: 	21 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,FR	: 	: 	: 	11 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,HR	: 	: 	: 	13 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,HU	: 	: 	: 	11 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,IE	: 	: 	: 	10 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,IT	: 	: 	: 	14 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,LT	: 	: 	: 	14 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,LU	: 	: 	: 	9 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,LV	: 	: 	: 	: u
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,MT	: 	: 	: 	: u
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,NL	: 	: 	: 	37 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,NO	: 	: 	: 	9 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,PL	: 	: 	: 	24 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,PT	: 	: 	: 	15 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,RO	: 	: 	: 	5 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,SE	: 	: 	: 	11 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,SI	: 	: 	: 	17 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,SK	: 	: 	: 	21 
PC_ENT_CUSE,L_C10_N82_XK,E_RFID,UK	: 	: 	: 	11 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,AT	: 	: 	16 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,BE	: 	: 	11 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,BG	: 	: 	17 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,CY	: 	: 	5 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,CZ	: 	: 	19 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,DE	: 	: 	18 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,DK	: 	: 	10 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,EA	: 	: 	15 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,EE	: 	: 	24 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,EL	: 	: 	6 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,ES	: 	: 	15 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,EU15	: 	: 	13 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,EU27	: 	: 	13 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,EU28	: 	: 	13 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,FI	: 	: 	21 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,FR	: 	: 	10 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,HR	: 	: 	19 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,HU	: 	: 	13 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,IE	: 	: 	19 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,IT	: 	: 	14 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,LT	: 	: 	16 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,LU	: 	: 	15 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,LV	: 	: 	20 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,MK	: 	: 	10 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,MT	: 	: 	30 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,NL	: 	: 	8 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,NO	: 	: 	8 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,PL	: 	: 	10 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,PT	: 	: 	12 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,RO	: 	: 	7 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,SE	: 	: 	9 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,SI	: 	: 	17 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,SK	: 	: 	25 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC,UK	: 	: 	6 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,AT	59 	53 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,BE	37 	33 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,BG	59 	57 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,CY	39 	36 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,CZ	33 	25 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,DE	48 	41 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,DK	31 	30 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,EA	42 	34 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,EE	44 	35 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,EL	23 	16 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,ES	37 	29 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,EU15	41 	32 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,EU27	40 	32 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,EU28	40 	32 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,FI	52 	42 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,FR	32 	25 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,HR	50 	37 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,HU	34 	29 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,IE	36 	19 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,IS	: u	31 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,IT	37 	31 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,LT	35 	30 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,LU	44 	45 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,LV	42 	32 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,MK	: 	47 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,MT	46 	41 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,NL	51 	34 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,NO	31 	25 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,PL	44 	31 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,PT	37 	33 	: 	: 
PC_ENT_CUSE,L_C10_S951_XK,E_RFAC1,RO	23 	22 	: 	: 
