unit,sizen_r2,indic_is,geo\time	2017 	2014 	2011 	2009 
PC_ENT,10_C10_18,E_RFSC,FR	: 	: 	: 	2 
PC_ENT,10_C10_18,E_RFSC,HR	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSC,HU	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSC,IE	: 	: 	: 	2 
PC_ENT,10_C10_18,E_RFSC,IT	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSC,LT	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSC,LU	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSC,LV	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSC,MT	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSC,NL	: 	: 	: 	3 
PC_ENT,10_C10_18,E_RFSC,NO	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSC,PL	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSC,PT	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSC,RO	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSC,SE	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSC,SI	: 	: 	: 	: c
PC_ENT,10_C10_18,E_RFSC,SK	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSC,UK	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSM,AT	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSM,BE	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSM,BG	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,CY	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSM,CZ	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,DE	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,DK	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,EA	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,EE	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,EL	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSM,ES	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSM,EU15	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,EU25	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,EU27	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,EU28	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,FI	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSM,FR	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSM,HR	: 	: 	: 	0 
PC_ENT,10_C10_18,E_RFSM,HU	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,IE	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,IT	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,LT	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSM,LU	: 	: 	: 	1 
PC_ENT,10_C10_18,E_RFSM,LV	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSM,MT	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSM,NL	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,NO	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,PL	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSM,PT	: 	: 	: 	: u
PC_ENT,10_C10_18,E_RFSM,RO	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,SE	: 	: 	: 	0 
PC_ENT,10_C10_18,E_RFSM,SI	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,SK	: 	: 	: 	0 n
PC_ENT,10_C10_18,E_RFSM,UK	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFAC,AT	: 	: 	6 	3 
PC_ENT,10_C10_33,E_RFAC,BE	: 	: 	2 	: u
PC_ENT,10_C10_33,E_RFAC,BG	: 	: 	: u	1 
PC_ENT,10_C10_33,E_RFAC,CY	: 	: 	1 	1 
PC_ENT,10_C10_33,E_RFAC,CZ	: 	: 	5 	3 
PC_ENT,10_C10_33,E_RFAC,DE	: 	: 	7 	4 
PC_ENT,10_C10_33,E_RFAC,DK	: 	: 	2 	: u
PC_ENT,10_C10_33,E_RFAC,EA	: 	: 	4 	2 
PC_ENT,10_C10_33,E_RFAC,EE	: 	: 	3 	2 
PC_ENT,10_C10_33,E_RFAC,EL	: 	: 	1 	: u
PC_ENT,10_C10_33,E_RFAC,ES	: 	: 	4 	2 
PC_ENT,10_C10_33,E_RFAC,EU15	: 	: 	3 	2 
PC_ENT,10_C10_33,E_RFAC,EU25	: 	: 	: 	2 
PC_ENT,10_C10_33,E_RFAC,EU27	: 	: 	3 	2 
PC_ENT,10_C10_33,E_RFAC,EU28	: 	: 	3 	2 
PC_ENT,10_C10_33,E_RFAC,FI	: 	: 	9 	10 
PC_ENT,10_C10_33,E_RFAC,FR	: 	: 	2 	1 
PC_ENT,10_C10_33,E_RFAC,HR	: 	: 	5 	2 
PC_ENT,10_C10_33,E_RFAC,HU	: 	: 	2 	2 
PC_ENT,10_C10_33,E_RFAC,IE	: 	: 	5 	1 
PC_ENT,10_C10_33,E_RFAC,IT	: 	: 	1 	1 
PC_ENT,10_C10_33,E_RFAC,LT	: 	: 	5 	1 
PC_ENT,10_C10_33,E_RFAC,LU	: 	: 	5 	3 
PC_ENT,10_C10_33,E_RFAC,LV	: 	: 	2 	: c
PC_ENT,10_C10_33,E_RFAC,MK	: 	: 	: u	: 
PC_ENT,10_C10_33,E_RFAC,MT	: 	: 	6 	: u
PC_ENT,10_C10_33,E_RFAC,NL	: 	: 	2 	10 
PC_ENT,10_C10_33,E_RFAC,NO	: 	: 	1 	1 
PC_ENT,10_C10_33,E_RFAC,PL	: 	: 	: u	: u
PC_ENT,10_C10_33,E_RFAC,PT	: 	: 	: u	: u
PC_ENT,10_C10_33,E_RFAC,RO	: 	: 	1 	0 n
PC_ENT,10_C10_33,E_RFAC,SE	: 	: 	2 	1 
PC_ENT,10_C10_33,E_RFAC,SI	: 	: 	6 	: c
PC_ENT,10_C10_33,E_RFAC,SK	: 	: 	9 	4 
PC_ENT,10_C10_33,E_RFAC,UK	: 	: 	1 	1 
PC_ENT,10_C10_33,E_RFAC1,AT	26 	25 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,BE	: u	: u	: 	: 
PC_ENT,10_C10_33,E_RFAC1,BG	12 	13 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,CY	5 	4 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,CZ	10 	8 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,DE	24 	22 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,DK	9 	8 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,EA	16 	13 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,EE	13 	8 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,EL	5 	: u	: 	: 
PC_ENT,10_C10_33,E_RFAC1,ES	14 	11 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,EU15	16 	12 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,EU27	14 	11 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,EU28	14 	11 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,FI	26 	22 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,FR	11 	7 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,HR	15 	12 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,HU	7 	5 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,IE	14 	4 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,IS	: u	4 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,IT	11 	9 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,LT	10 	7 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,LU	29 	17 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,LV	8 	7 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,MK	: 	11 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,MT	13 	11 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,NL	20 	13 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,NO	10 	6 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,PL	8 	5 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,PT	10 	10 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,RO	5 	5 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,RS	: 	17 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,SE	10 	7 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,SI	17 	12 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,SK	21 	16 	: 	: 
PC_ENT,10_C10_33,E_RFAC1,UK	11 	7 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI,AT	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,BE	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,BG	: 	: 	: c	: 
PC_ENT,10_C10_33,E_RFASPRI,CY	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,CZ	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,DE	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,DK	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,EA	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,EE	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,EL	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,ES	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFASPRI,EU15	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,EU27	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,EU28	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,FI	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,FR	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,HR	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,HU	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,IE	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,IT	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,LT	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFASPRI,LU	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,LV	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,MK	: 	: 	: u	: 
PC_ENT,10_C10_33,E_RFASPRI,MT	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFASPRI,NL	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,NO	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,PL	: 	: 	: u	: 
PC_ENT,10_C10_33,E_RFASPRI,PT	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,RO	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,SE	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI,SI	: 	: 	: c	: 
PC_ENT,10_C10_33,E_RFASPRI,SK	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFASPRI,UK	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFASPRI1,AT	2 	3 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,BE	3 	3 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,BG	5 	5 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,CY	2 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,CZ	2 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,DE	3 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,DK	1 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,EA	3 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,EE	1 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,EL	2 	: u	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,ES	4 	4 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,EU15	3 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,EU27	2 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,EU28	2 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,FI	3 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,FR	3 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,HR	3 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,HU	1 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,IE	4 	4 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,IS	: u	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,IT	2 	3 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,LT	3 	3 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,LU	9 	2 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,LV	2 	: c	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,MK	: 	5 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,MT	4 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,NL	2 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,NO	2 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,PL	2 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,PT	3 	3 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,RO	0 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,RS	: 	4 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,SE	1 	1 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,SI	3 	3 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,SK	3 	3 	: 	: 
PC_ENT,10_C10_33,E_RFASPRI1,UK	1 	1 	: 	: 
PC_ENT,10_C10_33,E_RFID,AT	: 	: 	7 	4 
PC_ENT,10_C10_33,E_RFID,BE	: 	: 	5 	: u
PC_ENT,10_C10_33,E_RFID,BG	: 	: 	: u	1 
PC_ENT,10_C10_33,E_RFID,CY	: 	: 	2 	2 
PC_ENT,10_C10_33,E_RFID,CZ	: 	: 	5 	3 
PC_ENT,10_C10_33,E_RFID,DE	: 	: 	8 	5 
PC_ENT,10_C10_33,E_RFID,DK	: 	: 	4 	: u
PC_ENT,10_C10_33,E_RFID,EA	: 	: 	5 	4 
PC_ENT,10_C10_33,E_RFID,EE	: 	: 	4 	2 
PC_ENT,10_C10_33,E_RFID,EL	: 	: 	1 	: u
PC_ENT,10_C10_33,E_RFID,ES	: 	: 	7 	5 
PC_ENT,10_C10_33,E_RFID,EU15	: 	: 	5 	4 
PC_ENT,10_C10_33,E_RFID,EU25	: 	: 	: 	4 
PC_ENT,10_C10_33,E_RFID,EU27	: 	: 	4 	4 
PC_ENT,10_C10_33,E_RFID,EU28	: 	: 	4 	4 
PC_ENT,10_C10_33,E_RFID,FI	: 	: 	10 	11 
PC_ENT,10_C10_33,E_RFID,FR	: 	: 	3 	2 
PC_ENT,10_C10_33,E_RFID,HR	: 	: 	7 	3 
PC_ENT,10_C10_33,E_RFID,HU	: 	: 	3 	2 
PC_ENT,10_C10_33,E_RFID,IE	: 	: 	8 	2 
PC_ENT,10_C10_33,E_RFID,IT	: 	: 	3 	4 
PC_ENT,10_C10_33,E_RFID,LT	: 	: 	7 	2 
PC_ENT,10_C10_33,E_RFID,LU	: 	: 	9 	4 
PC_ENT,10_C10_33,E_RFID,LV	: 	: 	2 	: c
PC_ENT,10_C10_33,E_RFID,MK	: 	: 	: u	: 
PC_ENT,10_C10_33,E_RFID,MT	: 	: 	8 	: u
PC_ENT,10_C10_33,E_RFID,NL	: 	: 	3 	12 
PC_ENT,10_C10_33,E_RFID,NO	: 	: 	3 	2 
PC_ENT,10_C10_33,E_RFID,PL	: 	: 	: u	: u
PC_ENT,10_C10_33,E_RFID,PT	: 	: 	: u	2 
PC_ENT,10_C10_33,E_RFID,RO	: 	: 	1 	1 
PC_ENT,10_C10_33,E_RFID,SE	: 	: 	4 	2 
PC_ENT,10_C10_33,E_RFID,SI	: 	: 	8 	: c
PC_ENT,10_C10_33,E_RFID,SK	: 	: 	10 	5 
PC_ENT,10_C10_33,E_RFID,UK	: 	: 	2 	2 
PC_ENT,10_C10_33,E_RFID1,AT	28 	26 	: 	: 
PC_ENT,10_C10_33,E_RFID1,BE	: u	: u	: 	: 
PC_ENT,10_C10_33,E_RFID1,BG	17 	18 	: 	: 
PC_ENT,10_C10_33,E_RFID1,CY	7 	5 	: 	: 
PC_ENT,10_C10_33,E_RFID1,CZ	11 	8 	: 	: 
PC_ENT,10_C10_33,E_RFID1,DE	26 	24 	: 	: 
PC_ENT,10_C10_33,E_RFID1,DK	10 	10 	: 	: 
PC_ENT,10_C10_33,E_RFID1,EA	19 	16 	: 	: 
PC_ENT,10_C10_33,E_RFID1,EE	15 	10 	: 	: 
PC_ENT,10_C10_33,E_RFID1,EL	7 	: u	: 	: 
PC_ENT,10_C10_33,E_RFID1,ES	18 	15 	: 	: 
PC_ENT,10_C10_33,E_RFID1,EU15	18 	15 	: 	: 
PC_ENT,10_C10_33,E_RFID1,EU27	17 	13 	: 	: 
PC_ENT,10_C10_33,E_RFID1,EU28	17 	13 	: 	: 
PC_ENT,10_C10_33,E_RFID1,FI	29 	23 	: 	: 
PC_ENT,10_C10_33,E_RFID1,FR	14 	9 	: 	: 
PC_ENT,10_C10_33,E_RFID1,HR	17 	14 	: 	: 
PC_ENT,10_C10_33,E_RFID1,HU	9 	8 	: 	: 
PC_ENT,10_C10_33,E_RFID1,IE	19 	9 	: 	: 
PC_ENT,10_C10_33,E_RFID1,IS	: u	8 	: 	: 
PC_ENT,10_C10_33,E_RFID1,IT	14 	12 	: 	: 
PC_ENT,10_C10_33,E_RFID1,LT	13 	9 	: 	: 
PC_ENT,10_C10_33,E_RFID1,LU	37 	19 	: 	: 
PC_ENT,10_C10_33,E_RFID1,LV	10 	8 	: 	: 
PC_ENT,10_C10_33,E_RFID1,MK	: 	: u	: 	: 
PC_ENT,10_C10_33,E_RFID1,MT	17 	12 	: 	: 
PC_ENT,10_C10_33,E_RFID1,NL	22 	14 	: 	: 
PC_ENT,10_C10_33,E_RFID1,NO	11 	8 	: 	: 
PC_ENT,10_C10_33,E_RFID1,PL	10 	6 	: 	: 
PC_ENT,10_C10_33,E_RFID1,PT	12 	14 	: 	: 
PC_ENT,10_C10_33,E_RFID1,RO	6 	8 	: 	: 
PC_ENT,10_C10_33,E_RFID1,RS	: 	22 	: 	: 
PC_ENT,10_C10_33,E_RFID1,SE	11 	8 	: 	: 
PC_ENT,10_C10_33,E_RFID1,SI	20 	17 	: 	: 
PC_ENT,10_C10_33,E_RFID1,SK	23 	17 	: 	: 
PC_ENT,10_C10_33,E_RFID1,UK	12 	8 	: 	: 
PC_ENT,10_C10_33,E_RFMC,AT	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,BE	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFMC,BG	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFMC,CY	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,CZ	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,DE	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,DK	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFMC,EA	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,EE	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,EL	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFMC,ES	: 	: 	: 	2 
PC_ENT,10_C10_33,E_RFMC,EU15	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,EU25	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,EU27	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,EU28	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,FI	: 	: 	: 	2 
PC_ENT,10_C10_33,E_RFMC,FR	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,HR	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,HU	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFMC,IE	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,IT	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,LT	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,LU	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,LV	: 	: 	: 	: c
PC_ENT,10_C10_33,E_RFMC,MT	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFMC,NL	: 	: 	: 	2 
PC_ENT,10_C10_33,E_RFMC,NO	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFMC,PL	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFMC,PT	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,RO	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFMC,SE	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,SI	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,SK	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFMC,UK	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,AT	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,BE	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFPRI,BG	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFPRI,CY	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,CZ	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFPRI,DE	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,DK	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFPRI,EA	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,EE	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFPRI,EL	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFPRI,ES	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,EU15	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,EU25	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,EU27	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,EU28	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,FI	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,FR	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,HR	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,HU	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFPRI,IE	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,IT	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,LT	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,LU	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,LV	: 	: 	: 	: c
PC_ENT,10_C10_33,E_RFPRI,MT	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFPRI,NL	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,NO	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFPRI,PL	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,PT	: 	: 	: 	: u
PC_ENT,10_C10_33,E_RFPRI,RO	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFPRI,SE	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,SI	: 	: 	: 	: c
PC_ENT,10_C10_33,E_RFPRI,SK	: 	: 	: 	1 
PC_ENT,10_C10_33,E_RFPRI,UK	: 	: 	: 	0 n
PC_ENT,10_C10_33,E_RFPSDP,AT	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,BE	: 	: 	4 	: 
PC_ENT,10_C10_33,E_RFPSDP,BG	: 	: 	: c	: 
PC_ENT,10_C10_33,E_RFPSDP,CY	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,CZ	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFPSDP,DE	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,DK	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,EA	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,EE	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,EL	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,ES	: 	: 	5 	: 
PC_ENT,10_C10_33,E_RFPSDP,EU15	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,EU27	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,EU28	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,FI	: 	: 	3 	: 
PC_ENT,10_C10_33,E_RFPSDP,FR	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,HR	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,HU	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,IE	: 	: 	5 	: 
PC_ENT,10_C10_33,E_RFPSDP,IT	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,LT	: 	: 	4 	: 
PC_ENT,10_C10_33,E_RFPSDP,LU	: 	: 	4 	: 
PC_ENT,10_C10_33,E_RFPSDP,LV	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,MK	: 	: 	: u	: 
PC_ENT,10_C10_33,E_RFPSDP,MT	: 	: 	3 	: 
PC_ENT,10_C10_33,E_RFPSDP,NL	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,NO	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,PL	: 	: 	: u	: 
PC_ENT,10_C10_33,E_RFPSDP,PT	: 	: 	: u	: 
PC_ENT,10_C10_33,E_RFPSDP,RO	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFPSDP,SE	: 	: 	1 	: 
PC_ENT,10_C10_33,E_RFPSDP,SI	: 	: 	2 	: 
PC_ENT,10_C10_33,E_RFPSDP,SK	: 	: 	3 	: 
PC_ENT,10_C10_33,E_RFPSDP,UK	: 	: 	0 n	: 
PC_ENT,10_C10_33,E_RFPSDP1,AT	7 	7 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,BE	8 	7 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,BG	9 	9 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,CY	4 	3 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,CZ	0 n	0 n	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,DE	6 	6 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,DK	2 	2 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,EA	6 	5 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,EE	4 	3 	: 	: 
PC_ENT,10_C10_33,E_RFPSDP1,EL	3 	: u	: 	: 
